Total Nacional;Distritos;Tipo de dato;Periodo;Total
Total Nacional;4109101 Sevilla distrito 01;Índice;2015;100
Total Nacional;4109101 Sevilla distrito 01;Índice;2014;99,475
Total Nacional;4109101 Sevilla distrito 01;Índice;2013;99,24
Total Nacional;4109101 Sevilla distrito 01;Índice;2012;101,518
Total Nacional;4109101 Sevilla distrito 01;Índice;2011;102,77
Total Nacional;4109101 Sevilla distrito 01;Variación anual;2022;3,4
Total Nacional;4109101 Sevilla distrito 01;Variación anual;2021;0,7
Total Nacional;4109101 Sevilla distrito 01;Variación anual;2020;-0,5
Total Nacional;4109101 Sevilla distrito 01;Variación anual;2019;3,6
Total Nacional;4109101 Sevilla distrito 01;Variación anual;2018;3
Total Nacional;4109101 Sevilla distrito 01;Variación anual;2017;1,8
Total Nacional;4109101 Sevilla distrito 01;Variación anual;2016;1,8
Total Nacional;4109101 Sevilla distrito 01;Variación anual;2015;0,5
Total Nacional;4109101 Sevilla distrito 01;Variación anual;2014;0,2
Total Nacional;4109101 Sevilla distrito 01;Variación anual;2013;-2,2
Total Nacional;4109101 Sevilla distrito 01;Variación anual;2012;-1,2
Total Nacional;4109101 Sevilla distrito 01;Variación anual;2011;..
Total Nacional;4109102 Sevilla distrito 02;Índice;2022;117,618
Total Nacional;4109102 Sevilla distrito 02;Índice;2021;114,378
Total Nacional;4109102 Sevilla distrito 02;Índice;2020;112,214
Total Nacional;4109102 Sevilla distrito 02;Índice;2019;111,41
Total Nacional;4109102 Sevilla distrito 02;Índice;2018;107,012
Total Nacional;4109102 Sevilla distrito 02;Índice;2017;104,757
Total Nacional;4109102 Sevilla distrito 02;Índice;2016;102,839
Total Nacional;4109102 Sevilla distrito 02;Índice;2015;100
Total Nacional;4109102 Sevilla distrito 02;Índice;2014;100,218
Total Nacional;4109102 Sevilla distrito 02;Índice;2013;101,471
Total Nacional;4109102 Sevilla distrito 02;Índice;2012;106,183
Total Nacional;4109102 Sevilla distrito 02;Índice;2011;107,908
Total Nacional;4109102 Sevilla distrito 02;Variación anual;2022;2,8
Total Nacional;4109102 Sevilla distrito 02;Variación anual;2021;1,9
Total Nacional;4109102 Sevilla distrito 02;Variación anual;2020;0,7
Total Nacional;4109102 Sevilla distrito 02;Variación anual;2019;4,1
Total Nacional;4109102 Sevilla distrito 02;Variación anual;2018;2,2
Total Nacional;4109102 Sevilla distrito 02;Variación anual;2017;1,9
Total Nacional;4109102 Sevilla distrito 02;Variación anual;2016;2,8
Total Nacional;4109102 Sevilla distrito 02;Variación anual;2015;-0,2
Total Nacional;4109102 Sevilla distrito 02;Variación anual;2014;-1,2
Total Nacional;4109102 Sevilla distrito 02;Variación anual;2013;-4,4
Total Nacional;4109102 Sevilla distrito 02;Variación anual;2012;-1,6
Total Nacional;4109102 Sevilla distrito 02;Variación anual;2011;..
Total Nacional;4109103 Sevilla distrito 03;Índice;2022;115,582
Total Nacional;4109103 Sevilla distrito 03;Índice;2021;112,569
Total Nacional;4109103 Sevilla distrito 03;Índice;2020;111,381
Total Nacional;4109103 Sevilla distrito 03;Índice;2019;110,446
Total Nacional;4109103 Sevilla distrito 03;Índice;2018;105,933
Total Nacional;4109103 Sevilla distrito 03;Índice;2017;103,085
Total Nacional;4109103 Sevilla distrito 03;Índice;2016;101,053
Total Nacional;4109103 Sevilla distrito 03;Índice;2015;100
Total Nacional;4109103 Sevilla distrito 03;Índice;2014;99,45
Total Nacional;4109103 Sevilla distrito 03;Índice;2013;99,796
Total Nacional;4109103 Sevilla distrito 03;Índice;2012;103,022
Total Nacional;4109103 Sevilla distrito 03;Índice;2011;103,865
Total Nacional;4109103 Sevilla distrito 03;Variación anual;2022;2,7
Total Nacional;4109103 Sevilla distrito 03;Variación anual;2021;1,1
Total Nacional;4109103 Sevilla distrito 03;Variación anual;2020;0,8
Total Nacional;4109103 Sevilla distrito 03;Variación anual;2019;4,3
Total Nacional;4109103 Sevilla distrito 03;Variación anual;2018;2,8
Total Nacional;4109103 Sevilla distrito 03;Variación anual;2017;2
Total Nacional;4109103 Sevilla distrito 03;Variación anual;2016;1,1
Total Nacional;4109103 Sevilla distrito 03;Variación anual;2015;0,6
Total Nacional;4109103 Sevilla distrito 03;Variación anual;2014;-0,3
Total Nacional;4109103 Sevilla distrito 03;Variación anual;2013;-3,1
Total Nacional;4109103 Sevilla distrito 03;Variación anual;2012;-0,8
Total Nacional;4109103 Sevilla distrito 03;Variación anual;2011;..
Total Nacional;4109104 Sevilla distrito 04;Índice;2022;113,11
Total Nacional;4109104 Sevilla distrito 04;Índice;2021;109,972
Total Nacional;4109104 Sevilla distrito 04;Índice;2020;108,163
Total Nacional;4109104 Sevilla distrito 04;Índice;2019;107,768
Total Nacional;4109104 Sevilla distrito 04;Índice;2018;105,524
Total Nacional;4109104 Sevilla distrito 04;Índice;2017;103,777
Total Nacional;4109104 Sevilla distrito 04;Índice;2016;102,045
Total Nacional;4109104 Sevilla distrito 04;Índice;2015;100
Total Nacional;4109104 Sevilla distrito 04;Índice;2014;101,962
Total Nacional;4109104 Sevilla distrito 04;Índice;2013;102,657
Total Nacional;4109104 Sevilla distrito 04;Índice;2012;105,106
Total Nacional;4109104 Sevilla distrito 04;Índice;2011;105,721
Total Nacional;4109104 Sevilla distrito 04;Variación anual;2022;2,9
Total Nacional;4109104 Sevilla distrito 04;Variación anual;2021;1,7
Total Nacional;4109104 Sevilla distrito 04;Variación anual;2020;0,4
Total Nacional;4109104 Sevilla distrito 04;Variación anual;2019;2,1
Total Nacional;4109104 Sevilla distrito 04;Variación anual;2018;1,7
Total Nacional;4109104 Sevilla distrito 04;Variación anual;2017;1,7
Total Nacional;4109104 Sevilla distrito 04;Variación anual;2016;2
Total Nacional;4109104 Sevilla distrito 04;Variación anual;2015;-1,9
Total Nacional;4109104 Sevilla distrito 04;Variación anual;2014;-0,7
Total Nacional;4109104 Sevilla distrito 04;Variación anual;2013;-2,3
Total Nacional;4109104 Sevilla distrito 04;Variación anual;2012;-0,6
Total Nacional;4109104 Sevilla distrito 04;Variación anual;2011;..
Total Nacional;4109105 Sevilla distrito 05;Índice;2022;117,022
Total Nacional;4109105 Sevilla distrito 05;Índice;2021;113,3
Total Nacional;4109105 Sevilla distrito 05;Índice;2020;110,54
Total Nacional;4109105 Sevilla distrito 05;Índice;2019;110,584
Total Nacional;4109105 Sevilla distrito 05;Índice;2018;105,973
Total Nacional;4109105 Sevilla distrito 05;Índice;2017;103,287
Total Nacional;4109105 Sevilla distrito 05;Índice;2016;101,437
Total Nacional;4109105 Sevilla distrito 05;Índice;2015;100
Total Nacional;4109105 Sevilla distrito 05;Índice;2014;99,895
Total Nacional;4109105 Sevilla distrito 05;Índice;2013;100,68
Total Nacional;4109105 Sevilla distrito 05;Índice;2012;103,991
Total Nacional;4109105 Sevilla distrito 05;Índice;2011;106,453
Total Nacional;4109105 Sevilla distrito 05;Variación anual;2022;3,3
Total Nacional;4109105 Sevilla distrito 05;Variación anual;2021;2,5
Total Nacional;4109105 Sevilla distrito 05;Variación anual;2020;0
Total Nacional;4109105 Sevilla distrito 05;Variación anual;2019;4,4
Total Nacional;4109105 Sevilla distrito 05;Variación anual;2018;2,6
Total Nacional;4109105 Sevilla distrito 05;Variación anual;2017;1,8
Total Nacional;4109105 Sevilla distrito 05;Variación anual;2016;1,4
Total Nacional;4109105 Sevilla distrito 05;Variación anual;2015;0,1
Total Nacional;4109105 Sevilla distrito 05;Variación anual;2014;-0,8
Total Nacional;4109105 Sevilla distrito 05;Variación anual;2013;-3,2
Total Nacional;4109105 Sevilla distrito 05;Variación anual;2012;-2,3
Total Nacional;4109105 Sevilla distrito 05;Variación anual;2011;..
Total Nacional;4109106 Sevilla distrito 06;Índice;2022;115,131
Total Nacional;4109106 Sevilla distrito 06;Índice;2021;111,989
Total Nacional;4109106 Sevilla distrito 06;Índice;2020;110,715
Total Nacional;4109106 Sevilla distrito 06;Índice;2019;110,129
Total Nacional;4109106 Sevilla distrito 06;Índice;2018;105,881
Total Nacional;4109106 Sevilla distrito 06;Índice;2017;103,372
Total Nacional;4109106 Sevilla distrito 06;Índice;2016;101,398
Total Nacional;4109106 Sevilla distrito 06;Índice;2015;100
Total Nacional;4109106 Sevilla distrito 06;Índice;2014;100,14
Total Nacional;4109106 Sevilla distrito 06;Índice;2013;100,601
Total Nacional;4109106 Sevilla distrito 06;Índice;2012;104,402
Total Nacional;4109106 Sevilla distrito 06;Índice;2011;105,281
Total Nacional;4109106 Sevilla distrito 06;Variación anual;2022;2,8
Total Nacional;4109106 Sevilla distrito 06;Variación anual;2021;1,2
Total Nacional;4109106 Sevilla distrito 06;Variación anual;2020;0,5
Total Nacional;4109106 Sevilla distrito 06;Variación anual;2019;4
Total Nacional;4109106 Sevilla distrito 06;Variación anual;2018;2,4
Total Nacional;4109106 Sevilla distrito 06;Variación anual;2017;1,9
Total Nacional;4109106 Sevilla distrito 06;Variación anual;2016;1,4
Total Nacional;4109106 Sevilla distrito 06;Variación anual;2015;-0,1
Total Nacional;4109106 Sevilla distrito 06;Variación anual;2014;-0,5
Total Nacional;4109106 Sevilla distrito 06;Variación anual;2013;-3,6
Total Nacional;4109106 Sevilla distrito 06;Variación anual;2012;-0,8
Total Nacional;4109106 Sevilla distrito 06;Variación anual;2011;..
Total Nacional;4109107 Sevilla distrito 07;Índice;2022;114,23
Total Nacional;4109107 Sevilla distrito 07;Índice;2021;111,799
Total Nacional;4109107 Sevilla distrito 07;Índice;2020;109,894
Total Nacional;4109107 Sevilla distrito 07;Índice;2019;109,528
Total Nacional;4109107 Sevilla distrito 07;Índice;2018;105,049
Total Nacional;4109107 Sevilla distrito 07;Índice;2017;104,627
Total Nacional;4109107 Sevilla distrito 07;Índice;2016;102,311
Total Nacional;4109107 Sevilla distrito 07;Índice;2015;100
Total Nacional;4109107 Sevilla distrito 07;Índice;2014;101,083
Total Nacional;4109107 Sevilla distrito 07;Índice;2013;101,842
Total Nacional;4109107 Sevilla distrito 07;Índice;2012;106,066
Total Nacional;4109107 Sevilla distrito 07;Índice;2011;110,914
Total Nacional;4109107 Sevilla distrito 07;Variación anual;2022;2,2
Total Nacional;4109107 Sevilla distrito 07;Variación anual;2021;1,7
Total Nacional;4109107 Sevilla distrito 07;Variación anual;2020;0,3
Total Nacional;4109107 Sevilla distrito 07;Variación anual;2019;4,3
Total Nacional;4109107 Sevilla distrito 07;Variación anual;2018;0,4
Total Nacional;4109107 Sevilla distrito 07;Variación anual;2017;2,3
Total Nacional;4109107 Sevilla distrito 07;Variación anual;2016;2,3
Total Nacional;4109107 Sevilla distrito 07;Variación anual;2015;-1,1
Total Nacional;4109107 Sevilla distrito 07;Variación anual;2014;-0,7
Total Nacional;4109107 Sevilla distrito 07;Variación anual;2013;-4
Total Nacional;4109107 Sevilla distrito 07;Variación anual;2012;-4,4
Total Nacional;4109107 Sevilla distrito 07;Variación anual;2011;..
Total Nacional;4109108 Sevilla distrito 08;Índice;2022;115,748
Total Nacional;4109108 Sevilla distrito 08;Índice;2021;112,904
Total Nacional;4109108 Sevilla distrito 08;Índice;2020;110,731
Total Nacional;4109108 Sevilla distrito 08;Índice;2019;110,514
Total Nacional;4109108 Sevilla distrito 08;Índice;2018;105,864
Total Nacional;4109108 Sevilla distrito 08;Índice;2017;103,197
Total Nacional;4109108 Sevilla distrito 08;Índice;2016;101,801
Total Nacional;4109108 Sevilla distrito 08;Índice;2015;100
Total Nacional;4109108 Sevilla distrito 08;Índice;2014;100,13
Total Nacional;4109108 Sevilla distrito 08;Índice;2013;99,599
Total Nacional;4109108 Sevilla distrito 08;Índice;2012;102,408
Total Nacional;4109108 Sevilla distrito 08;Índice;2011;106,298
Total Nacional;4109108 Sevilla distrito 08;Variación anual;2022;2,5
Total Nacional;4109108 Sevilla distrito 08;Variación anual;2021;2
Total Nacional;4109108 Sevilla distrito 08;Variación anual;2020;0,2
Total Nacional;4109108 Sevilla distrito 08;Variación anual;2019;4,4
Total Nacional;4109108 Sevilla distrito 08;Variación anual;2018;2,6
Total Nacional;4109108 Sevilla distrito 08;Variación anual;2017;1,4
Total Nacional;4109108 Sevilla distrito 08;Variación anual;2016;1,8
Total Nacional;4109108 Sevilla distrito 08;Variación anual;2015;-0,1
Total Nacional;4109108 Sevilla distrito 08;Variación anual;2014;0,5
Total Nacional;4109108 Sevilla distrito 08;Variación anual;2013;-2,7
Total Nacional;4109108 Sevilla distrito 08;Variación anual;2012;-3,7
Total Nacional;4109108 Sevilla distrito 08;Variación anual;2011;..
Total Nacional;4109109 Sevilla distrito 09;Índice;2022;114,989
Total Nacional;4109109 Sevilla distrito 09;Índice;2021;112,902
Total Nacional;4109109 Sevilla distrito 09;Índice;2020;110,822
Total Nacional;4109109 Sevilla distrito 09;Índice;2019;109,298
Total Nacional;4109109 Sevilla distrito 09;Índice;2018;105,665
Total Nacional;4109109 Sevilla distrito 09;Índice;2017;104,233
Total Nacional;4109109 Sevilla distrito 09;Índice;2016;101,955
Total Nacional;4109109 Sevilla distrito 09;Índice;2015;100
Total Nacional;4109109 Sevilla distrito 09;Índice;2014;99,676
Total Nacional;4109109 Sevilla distrito 09;Índice;2013;101,111
Total Nacional;4109109 Sevilla distrito 09;Índice;2012;105,142
Total Nacional;4109109 Sevilla distrito 09;Índice;2011;107,128
Total Nacional;4109109 Sevilla distrito 09;Variación anual;2022;1,8
Total Nacional;4109109 Sevilla distrito 09;Variación anual;2021;1,9
Total Nacional;4109109 Sevilla distrito 09;Variación anual;2020;1,4
Total Nacional;4109109 Sevilla distrito 09;Variación anual;2019;3,4
Total Nacional;4109109 Sevilla distrito 09;Variación anual;2018;1,4
Total Nacional;4109109 Sevilla distrito 09;Variación anual;2017;2,2
Total Nacional;4109109 Sevilla distrito 09;Variación anual;2016;2
Total Nacional;4109109 Sevilla distrito 09;Variación anual;2015;0,3
Total Nacional;4109109 Sevilla distrito 09;Variación anual;2014;-1,4
Total Nacional;4109109 Sevilla distrito 09;Variación anual;2013;-3,8
Total Nacional;4109109 Sevilla distrito 09;Variación anual;2012;-1,9
Total Nacional;4109109 Sevilla distrito 09;Variación anual;2011;..
Total Nacional;4109110 Sevilla distrito 10;Índice;2022;115,053
Total Nacional;4109110 Sevilla distrito 10;Índice;2021;112,133
Total Nacional;4109110 Sevilla distrito 10;Índice;2020;109,668
Total Nacional;4109110 Sevilla distrito 10;Índice;2019;108,956
Total Nacional;4109110 Sevilla distrito 10;Índice;2018;104,849
Total Nacional;4109110 Sevilla distrito 10;Índice;2017;103,821
Total Nacional;4109110 Sevilla distrito 10;Índice;2016;102,062
Total Nacional;4109110 Sevilla distrito 10;Índice;2015;100
Total Nacional;4109110 Sevilla distrito 10;Índice;2014;101,148
Total Nacional;4109110 Sevilla distrito 10;Índice;2013;101,506
Total Nacional;4109110 Sevilla distrito 10;Índice;2012;105,598
Total Nacional;4109110 Sevilla distrito 10;Índice;2011;106,755
Total Nacional;4109110 Sevilla distrito 10;Variación anual;2022;2,6
Total Nacional;4109110 Sevilla distrito 10;Variación anual;2021;2,2
Total Nacional;4109110 Sevilla distrito 10;Variación anual;2020;0,7
Total Nacional;4109110 Sevilla distrito 10;Variación anual;2019;3,9
Total Nacional;4109110 Sevilla distrito 10;Variación anual;2018;1
Total Nacional;4109110 Sevilla distrito 10;Variación anual;2017;1,7
Total Nacional;4109110 Sevilla distrito 10;Variación anual;2016;2,1
Total Nacional;4109110 Sevilla distrito 10;Variación anual;2015;-1,1
Total Nacional;4109110 Sevilla distrito 10;Variación anual;2014;-0,4
Total Nacional;4109110 Sevilla distrito 10;Variación anual;2013;-3,9
Total Nacional;4109110 Sevilla distrito 10;Variación anual;2012;-1,1
Total Nacional;4109110 Sevilla distrito 10;Variación anual;2011;..
Total Nacional;4109111 Sevilla distrito 11;Índice;2022;114,163
Total Nacional;4109111 Sevilla distrito 11;Índice;2021;110,842
Total Nacional;4109111 Sevilla distrito 11;Índice;2020;108,802
Total Nacional;4109111 Sevilla distrito 11;Índice;2019;108,445
Total Nacional;4109111 Sevilla distrito 11;Índice;2018;104,989
Total Nacional;4109111 Sevilla distrito 11;Índice;2017;103,379
Total Nacional;4109111 Sevilla distrito 11;Índice;2016;101,593
Total Nacional;4109111 Sevilla distrito 11;Índice;2015;100
Total Nacional;4109111 Sevilla distrito 11;Índice;2014;98,744
Total Nacional;4109111 Sevilla distrito 11;Índice;2013;98,71
Total Nacional;4109111 Sevilla distrito 11;Índice;2012;100,896
Total Nacional;4109111 Sevilla distrito 11;Índice;2011;101,62
Total Nacional;4109111 Sevilla distrito 11;Variación anual;2022;3
Total Nacional;4109111 Sevilla distrito 11;Variación anual;2021;1,9
Total Nacional;4109111 Sevilla distrito 11;Variación anual;2020;0,3
Total Nacional;4109111 Sevilla distrito 11;Variación anual;2019;3,3
Total Nacional;4109111 Sevilla distrito 11;Variación anual;2018;1,6
Total Nacional;4109111 Sevilla distrito 11;Variación anual;2017;1,8
Total Nacional;4109111 Sevilla distrito 11;Variación anual;2016;1,6
Total Nacional;4109111 Sevilla distrito 11;Variación anual;2015;1,3
Total Nacional;4109111 Sevilla distrito 11;Variación anual;2014;0
Total Nacional;4109111 Sevilla distrito 11;Variación anual;2013;-2,2
Total Nacional;4109111 Sevilla distrito 11;Variación anual;2012;-0,7
Total Nacional;4109111 Sevilla distrito 11;Variación anual;2011;..
Total Nacional;4217301 Soria distrito 01;Índice;2022;113,992
Total Nacional;4217301 Soria distrito 01;Índice;2021;111,696
Total Nacional;4217301 Soria distrito 01;Índice;2020;109,313
Total Nacional;4217301 Soria distrito 01;Índice;2019;107,918
Total Nacional;4217301 Soria distrito 01;Índice;2018;105,67
Total Nacional;4217301 Soria distrito 01;Índice;2017;103,615
Total Nacional;4217301 Soria distrito 01;Índice;2016;102,015
Total Nacional;4217301 Soria distrito 01;Índice;2015;100
Total Nacional;4217301 Soria distrito 01;Índice;2014;103,027
Total Nacional;4217301 Soria distrito 01;Índice;2013;103,926
Total Nacional;4217301 Soria distrito 01;Índice;2012;107,525
Total Nacional;4217301 Soria distrito 01;Índice;2011;110,055
Total Nacional;4217301 Soria distrito 01;Variación anual;2022;2,1
Total Nacional;4217301 Soria distrito 01;Variación anual;2021;2,2
Total Nacional;4217301 Soria distrito 01;Variación anual;2020;1,3
Total Nacional;4217301 Soria distrito 01;Variación anual;2019;2,1
Total Nacional;4217301 Soria distrito 01;Variación anual;2018;2
Total Nacional;4217301 Soria distrito 01;Variación anual;2017;1,6
Total Nacional;4217301 Soria distrito 01;Variación anual;2016;2
Total Nacional;4217301 Soria distrito 01;Variación anual;2015;-2,9
Total Nacional;4217301 Soria distrito 01;Variación anual;2014;-0,9
Total Nacional;4217301 Soria distrito 01;Variación anual;2013;-3,3
Total Nacional;4217301 Soria distrito 01;Variación anual;2012;-2,3
Total Nacional;4217301 Soria distrito 01;Variación anual;2011;..
Total Nacional;4217302 Soria distrito 02;Índice;2022;114,947
Total Nacional;4217302 Soria distrito 02;Índice;2021;112,351
Total Nacional;4217302 Soria distrito 02;Índice;2020;109,153
Total Nacional;4217302 Soria distrito 02;Índice;2019;108,26
Total Nacional;4217302 Soria distrito 02;Índice;2018;104,627
Total Nacional;4217302 Soria distrito 02;Índice;2017;103,36
Total Nacional;4217302 Soria distrito 02;Índice;2016;101,571
Total Nacional;4217302 Soria distrito 02;Índice;2015;100
Total Nacional;4217302 Soria distrito 02;Índice;2014;101,065
Total Nacional;4217302 Soria distrito 02;Índice;2013;103,63
Total Nacional;4217302 Soria distrito 02;Índice;2012;107,309
Total Nacional;4217302 Soria distrito 02;Índice;2011;109,021
Total Nacional;4217302 Soria distrito 02;Variación anual;2022;2,3
Total Nacional;4217302 Soria distrito 02;Variación anual;2021;2,9
Total Nacional;4217302 Soria distrito 02;Variación anual;2020;0,8
Total Nacional;4217302 Soria distrito 02;Variación anual;2019;3,5
Total Nacional;4217302 Soria distrito 02;Variación anual;2018;1,2
Total Nacional;4217302 Soria distrito 02;Variación anual;2017;1,8
Total Nacional;4217302 Soria distrito 02;Variación anual;2016;1,6
Total Nacional;4217302 Soria distrito 02;Variación anual;2015;-1,1
Total Nacional;4217302 Soria distrito 02;Variación anual;2014;-2,5
Total Nacional;4217302 Soria distrito 02;Variación anual;2013;-3,4
Total Nacional;4217302 Soria distrito 02;Variación anual;2012;-1,6
Total Nacional;4217302 Soria distrito 02;Variación anual;2011;..
Total Nacional;4217303 Soria distrito 03;Índice;2022;114,812
Total Nacional;4217303 Soria distrito 03;Índice;2021;110,628
Total Nacional;4217303 Soria distrito 03;Índice;2020;107,072
Total Nacional;4217303 Soria distrito 03;Índice;2019;106,019
Total Nacional;4217303 Soria distrito 03;Índice;2018;104,309
Total Nacional;4217303 Soria distrito 03;Índice;2017;103,125
Total Nacional;4217303 Soria distrito 03;Índice;2016;101,384
Total Nacional;4217303 Soria distrito 03;Índice;2015;100
Total Nacional;4217303 Soria distrito 03;Índice;2014;98,66
Total Nacional;4217303 Soria distrito 03;Índice;2013;105,609
Total Nacional;4217303 Soria distrito 03;Índice;2012;106,875
Total Nacional;4217303 Soria distrito 03;Índice;2011;107,78
Total Nacional;4217303 Soria distrito 03;Variación anual;2022;3,8
Total Nacional;4217303 Soria distrito 03;Variación anual;2021;3,3
Total Nacional;4217303 Soria distrito 03;Variación anual;2020;1
Total Nacional;4217303 Soria distrito 03;Variación anual;2019;1,6
Total Nacional;4217303 Soria distrito 03;Variación anual;2018;1,1
Total Nacional;4217303 Soria distrito 03;Variación anual;2017;1,7
Total Nacional;4217303 Soria distrito 03;Variación anual;2016;1,4
Total Nacional;4217303 Soria distrito 03;Variación anual;2015;1,4
Total Nacional;4217303 Soria distrito 03;Variación anual;2014;-6,6
Total Nacional;4217303 Soria distrito 03;Variación anual;2013;-1,2
Total Nacional;4217303 Soria distrito 03;Variación anual;2012;-0,8
Total Nacional;4217303 Soria distrito 03;Variación anual;2011;..
Total Nacional;4314801 Tarragona distrito 01;Índice;2022;117,621
Total Nacional;4314801 Tarragona distrito 01;Índice;2021;116,498
Total Nacional;4314801 Tarragona distrito 01;Índice;2020;112,338
Total Nacional;4314801 Tarragona distrito 01;Índice;2019;110,201
Total Nacional;4314801 Tarragona distrito 01;Índice;2018;..
Total Nacional;4314801 Tarragona distrito 01;Índice;2017;..
Total Nacional;4314801 Tarragona distrito 01;Índice;2016;..
Total Nacional;4314801 Tarragona distrito 01;Índice;2015;..
Total Nacional;4314801 Tarragona distrito 01;Índice;2014;..
Total Nacional;4314801 Tarragona distrito 01;Índice;2013;..
Total Nacional;4314801 Tarragona distrito 01;Índice;2012;..
Total Nacional;4314801 Tarragona distrito 01;Índice;2011;..
Total Nacional;4314801 Tarragona distrito 01;Variación anual;2022;1
Total Nacional;4314801 Tarragona distrito 01;Variación anual;2021;3,7
Total Nacional;4314801 Tarragona distrito 01;Variación anual;2020;1,9
Total Nacional;4314801 Tarragona distrito 01;Variación anual;2019;1,6
Total Nacional;4314801 Tarragona distrito 01;Variación anual;2018;..
Total Nacional;4314801 Tarragona distrito 01;Variación anual;2017;..
Total Nacional;4314801 Tarragona distrito 01;Variación anual;2016;..
Total Nacional;4314801 Tarragona distrito 01;Variación anual;2015;..
Total Nacional;4314801 Tarragona distrito 01;Variación anual;2014;..
Total Nacional;4314801 Tarragona distrito 01;Variación anual;2013;..
Total Nacional;4314801 Tarragona distrito 01;Variación anual;2012;..
Total Nacional;4314801 Tarragona distrito 01;Variación anual;2011;..
Total Nacional;4314802 Tarragona distrito 02;Índice;2022;111,575
Total Nacional;4314802 Tarragona distrito 02;Índice;2021;107,023
Total Nacional;4314802 Tarragona distrito 02;Índice;2020;107,863
Total Nacional;4314802 Tarragona distrito 02;Índice;2019;108,415
Total Nacional;4314802 Tarragona distrito 02;Índice;2018;..
Total Nacional;4314802 Tarragona distrito 02;Índice;2017;..
Total Nacional;4314802 Tarragona distrito 02;Índice;2016;..
Total Nacional;4314802 Tarragona distrito 02;Índice;2015;..
Total Nacional;4314802 Tarragona distrito 02;Índice;2014;..
Total Nacional;4314802 Tarragona distrito 02;Índice;2013;..
Total Nacional;4314802 Tarragona distrito 02;Índice;2012;..
Total Nacional;4314802 Tarragona distrito 02;Índice;2011;..
Total Nacional;4314802 Tarragona distrito 02;Variación anual;2022;4,3
Total Nacional;4314802 Tarragona distrito 02;Variación anual;2021;-0,8
Total Nacional;4314802 Tarragona distrito 02;Variación anual;2020;-0,5
Total Nacional;4314802 Tarragona distrito 02;Variación anual;2019;3,2
Total Nacional;4314802 Tarragona distrito 02;Variación anual;2018;..
Total Nacional;4314802 Tarragona distrito 02;Variación anual;2017;..
Total Nacional;4314802 Tarragona distrito 02;Variación anual;2016;..
Total Nacional;4314802 Tarragona distrito 02;Variación anual;2015;..
Total Nacional;4314802 Tarragona distrito 02;Variación anual;2014;..
Total Nacional;4314802 Tarragona distrito 02;Variación anual;2013;..
Total Nacional;4314802 Tarragona distrito 02;Variación anual;2012;..
Total Nacional;4314802 Tarragona distrito 02;Variación anual;2011;..
Total Nacional;4314803 Tarragona distrito 03;Índice;2022;115,892
Total Nacional;4314803 Tarragona distrito 03;Índice;2021;112,746
Total Nacional;4314803 Tarragona distrito 03;Índice;2020;110,823
Total Nacional;4314803 Tarragona distrito 03;Índice;2019;109,625
Total Nacional;4314803 Tarragona distrito 03;Índice;2018;105,189
Total Nacional;4314803 Tarragona distrito 03;Índice;2017;103,278
Total Nacional;4314803 Tarragona distrito 03;Índice;2016;101,092
Total Nacional;4314803 Tarragona distrito 03;Índice;2015;100
Total Nacional;4314803 Tarragona distrito 03;Índice;2014;99,863
Total Nacional;4314803 Tarragona distrito 03;Índice;2013;101,6
Total Nacional;4314803 Tarragona distrito 03;Índice;2012;102,881
Total Nacional;4314803 Tarragona distrito 03;Índice;2011;100,439
Total Nacional;4314803 Tarragona distrito 03;Variación anual;2022;2,8
Total Nacional;4314803 Tarragona distrito 03;Variación anual;2021;1,7
Total Nacional;4314803 Tarragona distrito 03;Variación anual;2020;1,1
Total Nacional;4314803 Tarragona distrito 03;Variación anual;2019;4,2
Total Nacional;4314803 Tarragona distrito 03;Variación anual;2018;1,9
Total Nacional;4314803 Tarragona distrito 03;Variación anual;2017;2,2
Total Nacional;4314803 Tarragona distrito 03;Variación anual;2016;1,1
Total Nacional;4314803 Tarragona distrito 03;Variación anual;2015;0,1
Total Nacional;4314803 Tarragona distrito 03;Variación anual;2014;-1,7
Total Nacional;4314803 Tarragona distrito 03;Variación anual;2013;-1,2
Total Nacional;4314803 Tarragona distrito 03;Variación anual;2012;2,4
Total Nacional;4314803 Tarragona distrito 03;Variación anual;2011;..
Total Nacional;4314804 Tarragona distrito 04;Índice;2022;112,728
Total Nacional;4314804 Tarragona distrito 04;Índice;2021;109,577
Total Nacional;4314804 Tarragona distrito 04;Índice;2020;107,258
Total Nacional;4314804 Tarragona distrito 04;Índice;2019;106,658
Total Nacional;4314804 Tarragona distrito 04;Índice;2018;103,599
Total Nacional;4314804 Tarragona distrito 04;Índice;2017;101,471
Total Nacional;4314804 Tarragona distrito 04;Índice;2016;100,652
Total Nacional;4314804 Tarragona distrito 04;Índice;2015;100
Total Nacional;4314804 Tarragona distrito 04;Índice;2014;99,788
Total Nacional;4314804 Tarragona distrito 04;Índice;2013;99,554
Total Nacional;4314804 Tarragona distrito 04;Índice;2012;102,715
Total Nacional;4314804 Tarragona distrito 04;Índice;2011;104,002
Total Nacional;4314804 Tarragona distrito 04;Variación anual;2022;2,9
Total Nacional;4314804 Tarragona distrito 04;Variación anual;2021;2,2
Total Nacional;4314804 Tarragona distrito 04;Variación anual;2020;0,6
Total Nacional;4314804 Tarragona distrito 04;Variación anual;2019;3
Total Nacional;4314804 Tarragona distrito 04;Variación anual;2018;2,1
