Total Nacional;Provincias;Tipo de edificación;Tipo de dato;Periodo;Total
Total Nacional;39 Cantabria;Vivienda colectiva;Índice;2022;112,55
Total Nacional;39 Cantabria;Vivienda colectiva;Índice;2021;109,893
Total Nacional;39 Cantabria;Vivienda colectiva;Índice;2020;107,73
Total Nacional;39 Cantabria;Vivienda colectiva;Índice;2019;106,761
Total Nacional;39 Cantabria;Vivienda colectiva;Índice;2018;104,254
Total Nacional;39 Cantabria;Vivienda colectiva;Índice;2017;102,933
Total Nacional;39 Cantabria;Vivienda colectiva;Índice;2016;101,596
Total Nacional;39 Cantabria;Vivienda colectiva;Índice;2015;100
Total Nacional;39 Cantabria;Vivienda colectiva;Índice;2014;100,463
Total Nacional;39 Cantabria;Vivienda colectiva;Índice;2013;101,486
Total Nacional;39 Cantabria;Vivienda colectiva;Índice;2012;104,775
Total Nacional;39 Cantabria;Vivienda colectiva;Índice;2011;105,583
Total Nacional;39 Cantabria;Vivienda colectiva;Variación anual;2022;2,4
Total Nacional;39 Cantabria;Vivienda colectiva;Variación anual;2021;2
Total Nacional;39 Cantabria;Vivienda colectiva;Variación anual;2020;0,9
Total Nacional;39 Cantabria;Vivienda colectiva;Variación anual;2019;2,4
Total Nacional;39 Cantabria;Vivienda colectiva;Variación anual;2018;1,3
Total Nacional;39 Cantabria;Vivienda colectiva;Variación anual;2017;1,3
Total Nacional;39 Cantabria;Vivienda colectiva;Variación anual;2016;1,6
Total Nacional;39 Cantabria;Vivienda colectiva;Variación anual;2015;-0,5
Total Nacional;39 Cantabria;Vivienda colectiva;Variación anual;2014;-1
Total Nacional;39 Cantabria;Vivienda colectiva;Variación anual;2013;-3,1
Total Nacional;39 Cantabria;Vivienda colectiva;Variación anual;2012;-0,8
Total Nacional;39 Cantabria;Vivienda colectiva;Variación anual;2011;..
Total Nacional;40 Segovia;Total;Índice;2022;111,271
Total Nacional;40 Segovia;Total;Índice;2021;108,508
Total Nacional;40 Segovia;Total;Índice;2020;106,168
Total Nacional;40 Segovia;Total;Índice;2019;105,224
Total Nacional;40 Segovia;Total;Índice;2018;103,114
Total Nacional;40 Segovia;Total;Índice;2017;101,973
Total Nacional;40 Segovia;Total;Índice;2016;101,174
Total Nacional;40 Segovia;Total;Índice;2015;100
Total Nacional;40 Segovia;Total;Índice;2014;100,575
Total Nacional;40 Segovia;Total;Índice;2013;101,862
Total Nacional;40 Segovia;Total;Índice;2012;103,959
Total Nacional;40 Segovia;Total;Índice;2011;105,971
Total Nacional;40 Segovia;Total;Variación anual;2022;2,5
Total Nacional;40 Segovia;Total;Variación anual;2021;2,2
Total Nacional;40 Segovia;Total;Variación anual;2020;0,9
Total Nacional;40 Segovia;Total;Variación anual;2019;2
Total Nacional;40 Segovia;Total;Variación anual;2018;1,1
Total Nacional;40 Segovia;Total;Variación anual;2017;0,8
Total Nacional;40 Segovia;Total;Variación anual;2016;1,2
Total Nacional;40 Segovia;Total;Variación anual;2015;-0,6
Total Nacional;40 Segovia;Total;Variación anual;2014;-1,3
Total Nacional;40 Segovia;Total;Variación anual;2013;-2
Total Nacional;40 Segovia;Total;Variación anual;2012;-1,9
Total Nacional;40 Segovia;Total;Variación anual;2011;..
Total Nacional;40 Segovia;Vivienda unifamiliar;Índice;2022;110,462
Total Nacional;40 Segovia;Vivienda unifamiliar;Índice;2021;107,816
Total Nacional;40 Segovia;Vivienda unifamiliar;Índice;2020;106,105
Total Nacional;40 Segovia;Vivienda unifamiliar;Índice;2019;105,26
Total Nacional;40 Segovia;Vivienda unifamiliar;Índice;2018;103,53
Total Nacional;40 Segovia;Vivienda unifamiliar;Índice;2017;102,322
Total Nacional;40 Segovia;Vivienda unifamiliar;Índice;2016;102,344
Total Nacional;40 Segovia;Vivienda unifamiliar;Índice;2015;100
Total Nacional;40 Segovia;Vivienda unifamiliar;Índice;2014;100,996
Total Nacional;40 Segovia;Vivienda unifamiliar;Índice;2013;100,999
Total Nacional;40 Segovia;Vivienda unifamiliar;Índice;2012;101,228
Total Nacional;40 Segovia;Vivienda unifamiliar;Índice;2011;101,824
Total Nacional;40 Segovia;Vivienda unifamiliar;Variación anual;2022;2,5
Total Nacional;40 Segovia;Vivienda unifamiliar;Variación anual;2021;1,6
Total Nacional;40 Segovia;Vivienda unifamiliar;Variación anual;2020;0,8
Total Nacional;40 Segovia;Vivienda unifamiliar;Variación anual;2019;1,7
Total Nacional;40 Segovia;Vivienda unifamiliar;Variación anual;2018;1,2
Total Nacional;40 Segovia;Vivienda unifamiliar;Variación anual;2017;0
Total Nacional;40 Segovia;Vivienda unifamiliar;Variación anual;2016;2,3
Total Nacional;40 Segovia;Vivienda unifamiliar;Variación anual;2015;-1
Total Nacional;40 Segovia;Vivienda unifamiliar;Variación anual;2014;0
Total Nacional;40 Segovia;Vivienda unifamiliar;Variación anual;2013;-0,2
Total Nacional;40 Segovia;Vivienda unifamiliar;Variación anual;2012;-0,6
Total Nacional;40 Segovia;Vivienda unifamiliar;Variación anual;2011;..
Total Nacional;40 Segovia;Vivienda colectiva;Índice;2022;111,483
Total Nacional;40 Segovia;Vivienda colectiva;Índice;2021;108,691
Total Nacional;40 Segovia;Vivienda colectiva;Índice;2020;106,2
Total Nacional;40 Segovia;Vivienda colectiva;Índice;2019;105,233
Total Nacional;40 Segovia;Vivienda colectiva;Índice;2018;103,038
Total Nacional;40 Segovia;Vivienda colectiva;Índice;2017;101,913
Total Nacional;40 Segovia;Vivienda colectiva;Índice;2016;100,928
Total Nacional;40 Segovia;Vivienda colectiva;Índice;2015;100
Total Nacional;40 Segovia;Vivienda colectiva;Índice;2014;100,489
Total Nacional;40 Segovia;Vivienda colectiva;Índice;2013;102,018
Total Nacional;40 Segovia;Vivienda colectiva;Índice;2012;104,46
Total Nacional;40 Segovia;Vivienda colectiva;Índice;2011;106,722
Total Nacional;40 Segovia;Vivienda colectiva;Variación anual;2022;2,6
Total Nacional;40 Segovia;Vivienda colectiva;Variación anual;2021;2,3
Total Nacional;40 Segovia;Vivienda colectiva;Variación anual;2020;0,9
Total Nacional;40 Segovia;Vivienda colectiva;Variación anual;2019;2,1
Total Nacional;40 Segovia;Vivienda colectiva;Variación anual;2018;1,1
Total Nacional;40 Segovia;Vivienda colectiva;Variación anual;2017;1
Total Nacional;40 Segovia;Vivienda colectiva;Variación anual;2016;0,9
Total Nacional;40 Segovia;Vivienda colectiva;Variación anual;2015;-0,5
Total Nacional;40 Segovia;Vivienda colectiva;Variación anual;2014;-1,5
Total Nacional;40 Segovia;Vivienda colectiva;Variación anual;2013;-2,3
Total Nacional;40 Segovia;Vivienda colectiva;Variación anual;2012;-2,1
Total Nacional;40 Segovia;Vivienda colectiva;Variación anual;2011;..
Total Nacional;41 Sevilla;Total;Índice;2022;115,092
Total Nacional;41 Sevilla;Total;Índice;2021;112,159
Total Nacional;41 Sevilla;Total;Índice;2020;110,304
Total Nacional;41 Sevilla;Total;Índice;2019;109,582
Total Nacional;41 Sevilla;Total;Índice;2018;105,736
Total Nacional;41 Sevilla;Total;Índice;2017;103,485
Total Nacional;41 Sevilla;Total;Índice;2016;101,78
Total Nacional;41 Sevilla;Total;Índice;2015;100
Total Nacional;41 Sevilla;Total;Índice;2014;100,024
Total Nacional;41 Sevilla;Total;Índice;2013;100,633
Total Nacional;41 Sevilla;Total;Índice;2012;104,036
Total Nacional;41 Sevilla;Total;Índice;2011;105,602
Total Nacional;41 Sevilla;Total;Variación anual;2022;2,6
Total Nacional;41 Sevilla;Total;Variación anual;2021;1,7
Total Nacional;41 Sevilla;Total;Variación anual;2020;0,7
Total Nacional;41 Sevilla;Total;Variación anual;2019;3,6
Total Nacional;41 Sevilla;Total;Variación anual;2018;2,2
Total Nacional;41 Sevilla;Total;Variación anual;2017;1,7
Total Nacional;41 Sevilla;Total;Variación anual;2016;1,8
Total Nacional;41 Sevilla;Total;Variación anual;2015;0
Total Nacional;41 Sevilla;Total;Variación anual;2014;-0,6
Total Nacional;41 Sevilla;Total;Variación anual;2013;-3,3
Total Nacional;41 Sevilla;Total;Variación anual;2012;-1,5
Total Nacional;41 Sevilla;Total;Variación anual;2011;..
Total Nacional;41 Sevilla;Vivienda unifamiliar;Índice;2022;110,705
Total Nacional;41 Sevilla;Vivienda unifamiliar;Índice;2021;108,508
Total Nacional;41 Sevilla;Vivienda unifamiliar;Índice;2020;106,906
Total Nacional;41 Sevilla;Vivienda unifamiliar;Índice;2019;106,451
Total Nacional;41 Sevilla;Vivienda unifamiliar;Índice;2018;104,375
Total Nacional;41 Sevilla;Vivienda unifamiliar;Índice;2017;102,742
Total Nacional;41 Sevilla;Vivienda unifamiliar;Índice;2016;101,969
Total Nacional;41 Sevilla;Vivienda unifamiliar;Índice;2015;100
Total Nacional;41 Sevilla;Vivienda unifamiliar;Índice;2014;100,198
Total Nacional;41 Sevilla;Vivienda unifamiliar;Índice;2013;100,09
Total Nacional;41 Sevilla;Vivienda unifamiliar;Índice;2012;103,967
Total Nacional;41 Sevilla;Vivienda unifamiliar;Índice;2011;105,732
Total Nacional;41 Sevilla;Vivienda unifamiliar;Variación anual;2022;2
Total Nacional;41 Sevilla;Vivienda unifamiliar;Variación anual;2021;1,5
Total Nacional;41 Sevilla;Vivienda unifamiliar;Variación anual;2020;0,4
Total Nacional;41 Sevilla;Vivienda unifamiliar;Variación anual;2019;2
Total Nacional;41 Sevilla;Vivienda unifamiliar;Variación anual;2018;1,6
Total Nacional;41 Sevilla;Vivienda unifamiliar;Variación anual;2017;0,8
Total Nacional;41 Sevilla;Vivienda unifamiliar;Variación anual;2016;2
Total Nacional;41 Sevilla;Vivienda unifamiliar;Variación anual;2015;-0,2
Total Nacional;41 Sevilla;Vivienda unifamiliar;Variación anual;2014;0,1
Total Nacional;41 Sevilla;Vivienda unifamiliar;Variación anual;2013;-3,7
Total Nacional;41 Sevilla;Vivienda unifamiliar;Variación anual;2012;-1,7
Total Nacional;41 Sevilla;Vivienda unifamiliar;Variación anual;2011;..
Total Nacional;41 Sevilla;Vivienda colectiva;Índice;2022;115,972
Total Nacional;41 Sevilla;Vivienda colectiva;Índice;2021;112,89
Total Nacional;41 Sevilla;Vivienda colectiva;Índice;2020;110,983
Total Nacional;41 Sevilla;Vivienda colectiva;Índice;2019;110,205
Total Nacional;41 Sevilla;Vivienda colectiva;Índice;2018;106,004
Total Nacional;41 Sevilla;Vivienda colectiva;Índice;2017;103,632
Total Nacional;41 Sevilla;Vivienda colectiva;Índice;2016;101,745
Total Nacional;41 Sevilla;Vivienda colectiva;Índice;2015;100
Total Nacional;41 Sevilla;Vivienda colectiva;Índice;2014;99,993
Total Nacional;41 Sevilla;Vivienda colectiva;Índice;2013;100,726
Total Nacional;41 Sevilla;Vivienda colectiva;Índice;2012;104,053
Total Nacional;41 Sevilla;Vivienda colectiva;Índice;2011;105,589
Total Nacional;41 Sevilla;Vivienda colectiva;Variación anual;2022;2,7
Total Nacional;41 Sevilla;Vivienda colectiva;Variación anual;2021;1,7
Total Nacional;41 Sevilla;Vivienda colectiva;Variación anual;2020;0,7
Total Nacional;41 Sevilla;Vivienda colectiva;Variación anual;2019;4
Total Nacional;41 Sevilla;Vivienda colectiva;Variación anual;2018;2,3
Total Nacional;41 Sevilla;Vivienda colectiva;Variación anual;2017;1,9
Total Nacional;41 Sevilla;Vivienda colectiva;Variación anual;2016;1,7
Total Nacional;41 Sevilla;Vivienda colectiva;Variación anual;2015;0
Total Nacional;41 Sevilla;Vivienda colectiva;Variación anual;2014;-0,7
Total Nacional;41 Sevilla;Vivienda colectiva;Variación anual;2013;-3,2
Total Nacional;41 Sevilla;Vivienda colectiva;Variación anual;2012;-1,5
Total Nacional;41 Sevilla;Vivienda colectiva;Variación anual;2011;..
Total Nacional;42 Soria;Total;Índice;2022;112,676
Total Nacional;42 Soria;Total;Índice;2021;110,185
Total Nacional;42 Soria;Total;Índice;2020;107,613
Total Nacional;42 Soria;Total;Índice;2019;106,287
Total Nacional;42 Soria;Total;Índice;2018;104,179
Total Nacional;42 Soria;Total;Índice;2017;102,402
Total Nacional;42 Soria;Total;Índice;2016;101,294
Total Nacional;42 Soria;Total;Índice;2015;100
Total Nacional;42 Soria;Total;Índice;2014;101,229
Total Nacional;42 Soria;Total;Índice;2013;103,497
Total Nacional;42 Soria;Total;Índice;2012;106,243
Total Nacional;42 Soria;Total;Índice;2011;107,936
Total Nacional;42 Soria;Total;Variación anual;2022;2,3
Total Nacional;42 Soria;Total;Variación anual;2021;2,4
Total Nacional;42 Soria;Total;Variación anual;2020;1,2
Total Nacional;42 Soria;Total;Variación anual;2019;2
Total Nacional;42 Soria;Total;Variación anual;2018;1,7
Total Nacional;42 Soria;Total;Variación anual;2017;1,1
Total Nacional;42 Soria;Total;Variación anual;2016;1,3
Total Nacional;42 Soria;Total;Variación anual;2015;-1,2
Total Nacional;42 Soria;Total;Variación anual;2014;-2,2
Total Nacional;42 Soria;Total;Variación anual;2013;-2,6
Total Nacional;42 Soria;Total;Variación anual;2012;-1,6
Total Nacional;42 Soria;Total;Variación anual;2011;..
Total Nacional;42 Soria;Vivienda unifamiliar;Índice;2022;102,242
Total Nacional;42 Soria;Vivienda unifamiliar;Índice;2021;99,804
Total Nacional;42 Soria;Vivienda unifamiliar;Índice;2020;99,515
Total Nacional;42 Soria;Vivienda unifamiliar;Índice;2019;97,952
Total Nacional;42 Soria;Vivienda unifamiliar;Índice;2018;99,165
Total Nacional;42 Soria;Vivienda unifamiliar;Índice;2017;99,518
Total Nacional;42 Soria;Vivienda unifamiliar;Índice;2016;96,592
Total Nacional;42 Soria;Vivienda unifamiliar;Índice;2015;100
Total Nacional;42 Soria;Vivienda unifamiliar;Índice;2014;95,778
Total Nacional;42 Soria;Vivienda unifamiliar;Índice;2013;97,936
Total Nacional;42 Soria;Vivienda unifamiliar;Índice;2012;99,247
Total Nacional;42 Soria;Vivienda unifamiliar;Índice;2011;100,574
Total Nacional;42 Soria;Vivienda unifamiliar;Variación anual;2022;2,4
Total Nacional;42 Soria;Vivienda unifamiliar;Variación anual;2021;0,3
Total Nacional;42 Soria;Vivienda unifamiliar;Variación anual;2020;1,6
Total Nacional;42 Soria;Vivienda unifamiliar;Variación anual;2019;-1,2
Total Nacional;42 Soria;Vivienda unifamiliar;Variación anual;2018;-0,4
Total Nacional;42 Soria;Vivienda unifamiliar;Variación anual;2017;3
Total Nacional;42 Soria;Vivienda unifamiliar;Variación anual;2016;-3,4
Total Nacional;42 Soria;Vivienda unifamiliar;Variación anual;2015;4,4
Total Nacional;42 Soria;Vivienda unifamiliar;Variación anual;2014;-2,2
Total Nacional;42 Soria;Vivienda unifamiliar;Variación anual;2013;-1,3
Total Nacional;42 Soria;Vivienda unifamiliar;Variación anual;2012;-1,3
Total Nacional;42 Soria;Vivienda unifamiliar;Variación anual;2011;..
Total Nacional;42 Soria;Vivienda colectiva;Índice;2022;113,522
Total Nacional;42 Soria;Vivienda colectiva;Índice;2021;111,028
Total Nacional;42 Soria;Vivienda colectiva;Índice;2020;108,256
Total Nacional;42 Soria;Vivienda colectiva;Índice;2019;106,949
Total Nacional;42 Soria;Vivienda colectiva;Índice;2018;104,574
Total Nacional;42 Soria;Vivienda colectiva;Índice;2017;102,624
Total Nacional;42 Soria;Vivienda colectiva;Índice;2016;101,667
Total Nacional;42 Soria;Vivienda colectiva;Índice;2015;100
Total Nacional;42 Soria;Vivienda colectiva;Índice;2014;101,603
Total Nacional;42 Soria;Vivienda colectiva;Índice;2013;103,879
Total Nacional;42 Soria;Vivienda colectiva;Índice;2012;106,727
Total Nacional;42 Soria;Vivienda colectiva;Índice;2011;108,444
Total Nacional;42 Soria;Vivienda colectiva;Variación anual;2022;2,2
Total Nacional;42 Soria;Vivienda colectiva;Variación anual;2021;2,6
Total Nacional;42 Soria;Vivienda colectiva;Variación anual;2020;1,2
Total Nacional;42 Soria;Vivienda colectiva;Variación anual;2019;2,3
Total Nacional;42 Soria;Vivienda colectiva;Variación anual;2018;1,9
Total Nacional;42 Soria;Vivienda colectiva;Variación anual;2017;0,9
Total Nacional;42 Soria;Vivienda colectiva;Variación anual;2016;1,7
Total Nacional;42 Soria;Vivienda colectiva;Variación anual;2015;-1,6
Total Nacional;42 Soria;Vivienda colectiva;Variación anual;2014;-2,2
Total Nacional;42 Soria;Vivienda colectiva;Variación anual;2013;-2,7
Total Nacional;42 Soria;Vivienda colectiva;Variación anual;2012;-1,6
Total Nacional;42 Soria;Vivienda colectiva;Variación anual;2011;..
Total Nacional;43 Tarragona;Total;Índice;2022;114,192
Total Nacional;43 Tarragona;Total;Índice;2021;111,286
Total Nacional;43 Tarragona;Total;Índice;2020;109,192
Total Nacional;43 Tarragona;Total;Índice;2019;107,909
Total Nacional;43 Tarragona;Total;Índice;2018;104,884
Total Nacional;43 Tarragona;Total;Índice;2017;102,878
Total Nacional;43 Tarragona;Total;Índice;2016;101,319
Total Nacional;43 Tarragona;Total;Índice;2015;100
Total Nacional;43 Tarragona;Total;Índice;2014;100,185
Total Nacional;43 Tarragona;Total;Índice;2013;101,366
Total Nacional;43 Tarragona;Total;Índice;2012;104,231
Total Nacional;43 Tarragona;Total;Índice;2011;106,696
Total Nacional;43 Tarragona;Total;Variación anual;2022;2,6
Total Nacional;43 Tarragona;Total;Variación anual;2021;1,9
Total Nacional;43 Tarragona;Total;Variación anual;2020;1,2
Total Nacional;43 Tarragona;Total;Variación anual;2019;2,9
Total Nacional;43 Tarragona;Total;Variación anual;2018;2
Total Nacional;43 Tarragona;Total;Variación anual;2017;1,5
Total Nacional;43 Tarragona;Total;Variación anual;2016;1,3
Total Nacional;43 Tarragona;Total;Variación anual;2015;-0,2
Total Nacional;43 Tarragona;Total;Variación anual;2014;-1,2
Total Nacional;43 Tarragona;Total;Variación anual;2013;-2,7
Total Nacional;43 Tarragona;Total;Variación anual;2012;-2,3
Total Nacional;43 Tarragona;Total;Variación anual;2011;..
Total Nacional;43 Tarragona;Vivienda unifamiliar;Índice;2022;112,36
Total Nacional;43 Tarragona;Vivienda unifamiliar;Índice;2021;109,755
Total Nacional;43 Tarragona;Vivienda unifamiliar;Índice;2020;107,441
Total Nacional;43 Tarragona;Vivienda unifamiliar;Índice;2019;106,792
Total Nacional;43 Tarragona;Vivienda unifamiliar;Índice;2018;104,836
Total Nacional;43 Tarragona;Vivienda unifamiliar;Índice;2017;103,122
Total Nacional;43 Tarragona;Vivienda unifamiliar;Índice;2016;101,251
Total Nacional;43 Tarragona;Vivienda unifamiliar;Índice;2015;100
Total Nacional;43 Tarragona;Vivienda unifamiliar;Índice;2014;99,999
Total Nacional;43 Tarragona;Vivienda unifamiliar;Índice;2013;100,694
Total Nacional;43 Tarragona;Vivienda unifamiliar;Índice;2012;102,493
Total Nacional;43 Tarragona;Vivienda unifamiliar;Índice;2011;103,006
Total Nacional;43 Tarragona;Vivienda unifamiliar;Variación anual;2022;2,4
Total Nacional;43 Tarragona;Vivienda unifamiliar;Variación anual;2021;2,2
Total Nacional;43 Tarragona;Vivienda unifamiliar;Variación anual;2020;0,6
Total Nacional;43 Tarragona;Vivienda unifamiliar;Variación anual;2019;1,9
Total Nacional;43 Tarragona;Vivienda unifamiliar;Variación anual;2018;1,7
Total Nacional;43 Tarragona;Vivienda unifamiliar;Variación anual;2017;1,8
Total Nacional;43 Tarragona;Vivienda unifamiliar;Variación anual;2016;1,3
Total Nacional;43 Tarragona;Vivienda unifamiliar;Variación anual;2015;0
Total Nacional;43 Tarragona;Vivienda unifamiliar;Variación anual;2014;-0,7
Total Nacional;43 Tarragona;Vivienda unifamiliar;Variación anual;2013;-1,8
Total Nacional;43 Tarragona;Vivienda unifamiliar;Variación anual;2012;-0,5
Total Nacional;43 Tarragona;Vivienda unifamiliar;Variación anual;2011;..
Total Nacional;43 Tarragona;Vivienda colectiva;Índice;2022;114,542
Total Nacional;43 Tarragona;Vivienda colectiva;Índice;2021;111,579
Total Nacional;43 Tarragona;Vivienda colectiva;Índice;2020;109,53
Total Nacional;43 Tarragona;Vivienda colectiva;Índice;2019;108,123
Total Nacional;43 Tarragona;Vivienda colectiva;Índice;2018;104,892
Total Nacional;43 Tarragona;Vivienda colectiva;Índice;2017;102,828
Total Nacional;43 Tarragona;Vivienda colectiva;Índice;2016;101,333
Total Nacional;43 Tarragona;Vivienda colectiva;Índice;2015;100
Total Nacional;43 Tarragona;Vivienda colectiva;Índice;2014;100,221
Total Nacional;43 Tarragona;Vivienda colectiva;Índice;2013;101,488
Total Nacional;43 Tarragona;Vivienda colectiva;Índice;2012;104,532
Total Nacional;43 Tarragona;Vivienda colectiva;Índice;2011;107,301
Total Nacional;43 Tarragona;Vivienda colectiva;Variación anual;2022;2,7
Total Nacional;43 Tarragona;Vivienda colectiva;Variación anual;2021;1,9
Total Nacional;43 Tarragona;Vivienda colectiva;Variación anual;2020;1,3
Total Nacional;43 Tarragona;Vivienda colectiva;Variación anual;2019;3,1
Total Nacional;43 Tarragona;Vivienda colectiva;Variación anual;2018;2
Total Nacional;43 Tarragona;Vivienda colectiva;Variación anual;2017;1,5
Total Nacional;43 Tarragona;Vivienda colectiva;Variación anual;2016;1,3
Total Nacional;43 Tarragona;Vivienda colectiva;Variación anual;2015;-0,2
Total Nacional;43 Tarragona;Vivienda colectiva;Variación anual;2014;-1,2
Total Nacional;43 Tarragona;Vivienda colectiva;Variación anual;2013;-2,9
Total Nacional;43 Tarragona;Vivienda colectiva;Variación anual;2012;-2,6
Total Nacional;43 Tarragona;Vivienda colectiva;Variación anual;2011;..
Total Nacional;44 Teruel;Total;Índice;2022;112,848
Total Nacional;44 Teruel;Total;Índice;2021;109,825
Total Nacional;44 Teruel;Total;Índice;2020;107,723
Total Nacional;44 Teruel;Total;Índice;2019;106,402
Total Nacional;44 Teruel;Total;Índice;2018;103,95
Total Nacional;44 Teruel;Total;Índice;2017;102,145
Total Nacional;44 Teruel;Total;Índice;2016;101,124
Total Nacional;44 Teruel;Total;Índice;2015;100
Total Nacional;44 Teruel;Total;Índice;2014;101,149
Total Nacional;44 Teruel;Total;Índice;2013;102,84
Total Nacional;44 Teruel;Total;Índice;2012;106,002
Total Nacional;44 Teruel;Total;Índice;2011;109,753
Total Nacional;44 Teruel;Total;Variación anual;2022;2,8
Total Nacional;44 Teruel;Total;Variación anual;2021;2
Total Nacional;44 Teruel;Total;Variación anual;2020;1,2
Total Nacional;44 Teruel;Total;Variación anual;2019;2,4
Total Nacional;44 Teruel;Total;Variación anual;2018;1,8
Total Nacional;44 Teruel;Total;Variación anual;2017;1
Total Nacional;44 Teruel;Total;Variación anual;2016;1,1
Total Nacional;44 Teruel;Total;Variación anual;2015;-1,1
Total Nacional;44 Teruel;Total;Variación anual;2014;-1,6
Total Nacional;44 Teruel;Total;Variación anual;2013;-3
Total Nacional;44 Teruel;Total;Variación anual;2012;-3,4
Total Nacional;44 Teruel;Total;Variación anual;2011;..
Total Nacional;44 Teruel;Vivienda unifamiliar;Índice;2022;106,406
Total Nacional;44 Teruel;Vivienda unifamiliar;Índice;2021;103,723
Total Nacional;44 Teruel;Vivienda unifamiliar;Índice;2020;102,896
Total Nacional;44 Teruel;Vivienda unifamiliar;Índice;2019;102,033
Total Nacional;44 Teruel;Vivienda unifamiliar;Índice;2018;102,507
Total Nacional;44 Teruel;Vivienda unifamiliar;Índice;2017;101,82
Total Nacional;44 Teruel;Vivienda unifamiliar;Índice;2016;100,9
Total Nacional;44 Teruel;Vivienda unifamiliar;Índice;2015;100
Total Nacional;44 Teruel;Vivienda unifamiliar;Índice;2014;100,981
Total Nacional;44 Teruel;Vivienda unifamiliar;Índice;2013;103,162
Total Nacional;44 Teruel;Vivienda unifamiliar;Índice;2012;103,451
Total Nacional;44 Teruel;Vivienda unifamiliar;Índice;2011;106,528
Total Nacional;44 Teruel;Vivienda unifamiliar;Variación anual;2022;2,6
Total Nacional;44 Teruel;Vivienda unifamiliar;Variación anual;2021;0,8
Total Nacional;44 Teruel;Vivienda unifamiliar;Variación anual;2020;0,8
Total Nacional;44 Teruel;Vivienda unifamiliar;Variación anual;2019;-0,5
Total Nacional;44 Teruel;Vivienda unifamiliar;Variación anual;2018;0,7
Total Nacional;44 Teruel;Vivienda unifamiliar;Variación anual;2017;0,9
Total Nacional;44 Teruel;Vivienda unifamiliar;Variación anual;2016;0,9
Total Nacional;44 Teruel;Vivienda unifamiliar;Variación anual;2015;-1
Total Nacional;44 Teruel;Vivienda unifamiliar;Variación anual;2014;-2,1
Total Nacional;44 Teruel;Vivienda unifamiliar;Variación anual;2013;-0,3
Total Nacional;44 Teruel;Vivienda unifamiliar;Variación anual;2012;-2,9
Total Nacional;44 Teruel;Vivienda unifamiliar;Variación anual;2011;..
Total Nacional;44 Teruel;Vivienda colectiva;Índice;2022;113,876
Total Nacional;44 Teruel;Vivienda colectiva;Índice;2021;110,795
Total Nacional;44 Teruel;Vivienda colectiva;Índice;2020;108,469
Total Nacional;44 Teruel;Vivienda colectiva;Índice;2019;107,08
Total Nacional;44 Teruel;Vivienda colectiva;Índice;2018;104,183
Total Nacional;44 Teruel;Vivienda colectiva;Índice;2017;102,197
Total Nacional;44 Teruel;Vivienda colectiva;Índice;2016;101,161
Total Nacional;44 Teruel;Vivienda colectiva;Índice;2015;100
Total Nacional;44 Teruel;Vivienda colectiva;Índice;2014;101,176
Total Nacional;44 Teruel;Vivienda colectiva;Índice;2013;102,785
Total Nacional;44 Teruel;Vivienda colectiva;Índice;2012;106,405
Total Nacional;44 Teruel;Vivienda colectiva;Índice;2011;110,271
Total Nacional;44 Teruel;Vivienda colectiva;Variación anual;2022;2,8
Total Nacional;44 Teruel;Vivienda colectiva;Variación anual;2021;2,1
Total Nacional;44 Teruel;Vivienda colectiva;Variación anual;2020;1,3
Total Nacional;44 Teruel;Vivienda colectiva;Variación anual;2019;2,8
Total Nacional;44 Teruel;Vivienda colectiva;Variación anual;2018;1,9
Total Nacional;44 Teruel;Vivienda colectiva;Variación anual;2017;1
Total Nacional;44 Teruel;Vivienda colectiva;Variación anual;2016;1,2
Total Nacional;44 Teruel;Vivienda colectiva;Variación anual;2015;-1,2
Total Nacional;44 Teruel;Vivienda colectiva;Variación anual;2014;-1,6
Total Nacional;44 Teruel;Vivienda colectiva;Variación anual;2013;-3,4
Total Nacional;44 Teruel;Vivienda colectiva;Variación anual;2012;-3,5
Total Nacional;44 Teruel;Vivienda colectiva;Variación anual;2011;..
Total Nacional;45 Toledo;Total;Índice;2022;118,257
Total Nacional;45 Toledo;Total;Índice;2021;114,842
Total Nacional;45 Toledo;Total;Índice;2020;111,982
Total Nacional;45 Toledo;Total;Índice;2019;109,707
Total Nacional;45 Toledo;Total;Índice;2018;105,463
Total Nacional;45 Toledo;Total;Índice;2017;103,443
Total Nacional;45 Toledo;Total;Índice;2016;101,497
Total Nacional;45 Toledo;Total;Índice;2015;100
Total Nacional;45 Toledo;Total;Índice;2014;101,519
Total Nacional;45 Toledo;Total;Índice;2013;103,712
Total Nacional;45 Toledo;Total;Índice;2012;108,585
Total Nacional;45 Toledo;Total;Índice;2011;111,984
Total Nacional;45 Toledo;Total;Variación anual;2022;3
Total Nacional;45 Toledo;Total;Variación anual;2021;2,6
Total Nacional;45 Toledo;Total;Variación anual;2020;2,1
Total Nacional;45 Toledo;Total;Variación anual;2019;4
Total Nacional;45 Toledo;Total;Variación anual;2018;2
Total Nacional;45 Toledo;Total;Variación anual;2017;1,9
Total Nacional;45 Toledo;Total;Variación anual;2016;1,5
Total Nacional;45 Toledo;Total;Variación anual;2015;-1,5
Total Nacional;45 Toledo;Total;Variación anual;2014;-2,1
Total Nacional;45 Toledo;Total;Variación anual;2013;-4,5
Total Nacional;45 Toledo;Total;Variación anual;2012;-3
Total Nacional;45 Toledo;Total;Variación anual;2011;..
