Edad simple;Provincias;Sexo;Periodo;Total
Todas las edades;33 Asturias;Total;1 de abril de 2006;""
Todas las edades;33 Asturias;Total;1 de enero de 2006;1.063.488
Todas las edades;33 Asturias;Total;1 de octubre de 2005;""
Todas las edades;33 Asturias;Total;1 de julio de 2005;1.062.559
Todas las edades;33 Asturias;Total;1 de abril de 2005;""
Todas las edades;33 Asturias;Total;1 de enero de 2005;1.062.755
Todas las edades;05 Ávila;Total;1 de enero de 2023;159.764
Todas las edades;05 Ávila;Total;1 de octubre de 2022;159.704
Todas las edades;05 Ávila;Total;1 de julio de 2022;159.328
Todas las edades;05 Ávila;Total;1 de abril de 2022;158.963
Todas las edades;05 Ávila;Total;1 de enero de 2022;159.102
Todas las edades;05 Ávila;Total;1 de octubre de 2021;158.920
Todas las edades;05 Ávila;Total;1 de julio de 2021;159.126
Todas las edades;05 Ávila;Total;1 de abril de 2021;159.413
Todas las edades;05 Ávila;Total;1 de enero de 2021;158.898
Todas las edades;05 Ávila;Total;1 de octubre de 2020;""
Todas las edades;05 Ávila;Total;1 de julio de 2020;158.065
Todas las edades;05 Ávila;Total;1 de abril de 2020;""
Todas las edades;05 Ávila;Total;1 de enero de 2020;158.819
Todas las edades;05 Ávila;Total;1 de octubre de 2019;""
Todas las edades;05 Ávila;Total;1 de julio de 2019;158.793
Todas las edades;05 Ávila;Total;1 de abril de 2019;""
Todas las edades;05 Ávila;Total;1 de enero de 2019;159.237
Todas las edades;05 Ávila;Total;1 de octubre de 2018;""
Todas las edades;05 Ávila;Total;1 de julio de 2018;159.312
Todas las edades;05 Ávila;Total;1 de abril de 2018;""
Todas las edades;05 Ávila;Total;1 de enero de 2018;160.104
Todas las edades;05 Ávila;Total;1 de octubre de 2017;""
Todas las edades;05 Ávila;Total;1 de julio de 2017;160.623
Todas las edades;05 Ávila;Total;1 de abril de 2017;""
Todas las edades;05 Ávila;Total;1 de enero de 2017;161.782
Todas las edades;05 Ávila;Total;1 de octubre de 2016;""
Todas las edades;05 Ávila;Total;1 de julio de 2016;162.707
Todas las edades;05 Ávila;Total;1 de abril de 2016;""
Todas las edades;05 Ávila;Total;1 de enero de 2016;163.669
Todas las edades;05 Ávila;Total;1 de octubre de 2015;""
Todas las edades;05 Ávila;Total;1 de julio de 2015;164.476
Todas las edades;05 Ávila;Total;1 de abril de 2015;""
Todas las edades;05 Ávila;Total;1 de enero de 2015;165.694
Todas las edades;05 Ávila;Total;1 de octubre de 2014;""
Todas las edades;05 Ávila;Total;1 de julio de 2014;166.306
Todas las edades;05 Ávila;Total;1 de abril de 2014;""
Todas las edades;05 Ávila;Total;1 de enero de 2014;167.265
Todas las edades;05 Ávila;Total;1 de octubre de 2013;""
Todas las edades;05 Ávila;Total;1 de julio de 2013;168.182
Todas las edades;05 Ávila;Total;1 de abril de 2013;""
Todas las edades;05 Ávila;Total;1 de enero de 2013;169.373
Todas las edades;05 Ávila;Total;1 de octubre de 2012;""
Todas las edades;05 Ávila;Total;1 de julio de 2012;170.094
Todas las edades;05 Ávila;Total;1 de abril de 2012;""
Todas las edades;05 Ávila;Total;1 de enero de 2012;171.365
Todas las edades;05 Ávila;Total;1 de octubre de 2011;""
Todas las edades;05 Ávila;Total;1 de julio de 2011;172.006
Todas las edades;05 Ávila;Total;1 de abril de 2011;""
Todas las edades;05 Ávila;Total;1 de enero de 2011;172.771
Todas las edades;05 Ávila;Total;1 de octubre de 2010;""
Todas las edades;05 Ávila;Total;1 de julio de 2010;172.984
Todas las edades;05 Ávila;Total;1 de abril de 2010;""
Todas las edades;05 Ávila;Total;1 de enero de 2010;173.370
Todas las edades;05 Ávila;Total;1 de octubre de 2009;""
Todas las edades;05 Ávila;Total;1 de julio de 2009;173.606
Todas las edades;05 Ávila;Total;1 de abril de 2009;""
Todas las edades;05 Ávila;Total;1 de enero de 2009;173.818
Todas las edades;05 Ávila;Total;1 de octubre de 2008;""
Todas las edades;05 Ávila;Total;1 de julio de 2008;173.564
Todas las edades;05 Ávila;Total;1 de abril de 2008;""
Todas las edades;05 Ávila;Total;1 de enero de 2008;173.290
Todas las edades;05 Ávila;Total;1 de octubre de 2007;""
Todas las edades;05 Ávila;Total;1 de julio de 2007;172.001
Todas las edades;05 Ávila;Total;1 de abril de 2007;""
Todas las edades;05 Ávila;Total;1 de enero de 2007;170.206
Todas las edades;05 Ávila;Total;1 de octubre de 2006;""
Todas las edades;05 Ávila;Total;1 de julio de 2006;168.930
Todas las edades;05 Ávila;Total;1 de abril de 2006;""
Todas las edades;05 Ávila;Total;1 de enero de 2006;167.950
Todas las edades;05 Ávila;Total;1 de octubre de 2005;""
Todas las edades;05 Ávila;Total;1 de julio de 2005;166.851
Todas las edades;05 Ávila;Total;1 de abril de 2005;""
Todas las edades;05 Ávila;Total;1 de enero de 2005;166.166
Todas las edades;06 Badajoz;Total;1 de enero de 2023;666.049
Todas las edades;06 Badajoz;Total;1 de octubre de 2022;666.324
Todas las edades;06 Badajoz;Total;1 de julio de 2022;666.908
Todas las edades;06 Badajoz;Total;1 de abril de 2022;667.108
Todas las edades;06 Badajoz;Total;1 de enero de 2022;667.851
Todas las edades;06 Badajoz;Total;1 de octubre de 2021;668.561
Todas las edades;06 Badajoz;Total;1 de julio de 2021;668.946
Todas las edades;06 Badajoz;Total;1 de abril de 2021;669.478
Todas las edades;06 Badajoz;Total;1 de enero de 2021;671.092
Todas las edades;06 Badajoz;Total;1 de octubre de 2020;""
Todas las edades;06 Badajoz;Total;1 de julio de 2020;671.341
Todas las edades;06 Badajoz;Total;1 de abril de 2020;""
Todas las edades;06 Badajoz;Total;1 de enero de 2020;672.045
Todas las edades;06 Badajoz;Total;1 de octubre de 2019;""
Todas las edades;06 Badajoz;Total;1 de julio de 2019;672.127
Todas las edades;06 Badajoz;Total;1 de abril de 2019;""
Todas las edades;06 Badajoz;Total;1 de enero de 2019;673.384
Todas las edades;06 Badajoz;Total;1 de octubre de 2018;""
Todas las edades;06 Badajoz;Total;1 de julio de 2018;674.108
Todas las edades;06 Badajoz;Total;1 de abril de 2018;""
Todas las edades;06 Badajoz;Total;1 de enero de 2018;675.742
Todas las edades;06 Badajoz;Total;1 de octubre de 2017;""
Todas las edades;06 Badajoz;Total;1 de julio de 2017;676.869
Todas las edades;06 Badajoz;Total;1 de abril de 2017;""
Todas las edades;06 Badajoz;Total;1 de enero de 2017;679.042
Todas las edades;06 Badajoz;Total;1 de octubre de 2016;""
Todas las edades;06 Badajoz;Total;1 de julio de 2016;680.848
Todas las edades;06 Badajoz;Total;1 de abril de 2016;""
Todas las edades;06 Badajoz;Total;1 de enero de 2016;682.970
Todas las edades;06 Badajoz;Total;1 de octubre de 2015;""
Todas las edades;06 Badajoz;Total;1 de julio de 2015;684.038
Todas las edades;06 Badajoz;Total;1 de abril de 2015;""
Todas las edades;06 Badajoz;Total;1 de enero de 2015;686.250
Todas las edades;06 Badajoz;Total;1 de octubre de 2014;""
Todas las edades;06 Badajoz;Total;1 de julio de 2014;687.380
Todas las edades;06 Badajoz;Total;1 de abril de 2014;""
Todas las edades;06 Badajoz;Total;1 de enero de 2014;688.697
Todas las edades;06 Badajoz;Total;1 de octubre de 2013;""
Todas las edades;06 Badajoz;Total;1 de julio de 2013;689.491
Todas las edades;06 Badajoz;Total;1 de abril de 2013;""
Todas las edades;06 Badajoz;Total;1 de enero de 2013;690.889
Todas las edades;06 Badajoz;Total;1 de octubre de 2012;""
Todas las edades;06 Badajoz;Total;1 de julio de 2012;690.848
Todas las edades;06 Badajoz;Total;1 de abril de 2012;""
Todas las edades;06 Badajoz;Total;1 de enero de 2012;691.842
Todas las edades;06 Badajoz;Total;1 de octubre de 2011;""
Todas las edades;06 Badajoz;Total;1 de julio de 2011;690.921
Todas las edades;06 Badajoz;Total;1 de abril de 2011;""
Todas las edades;06 Badajoz;Total;1 de enero de 2011;689.902
Todas las edades;06 Badajoz;Total;1 de octubre de 2010;""
Todas las edades;06 Badajoz;Total;1 de julio de 2010;688.606
Todas las edades;06 Badajoz;Total;1 de abril de 2010;""
Todas las edades;06 Badajoz;Total;1 de enero de 2010;687.745
Todas las edades;06 Badajoz;Total;1 de octubre de 2009;""
Todas las edades;06 Badajoz;Total;1 de julio de 2009;686.009
Todas las edades;06 Badajoz;Total;1 de abril de 2009;""
Todas las edades;06 Badajoz;Total;1 de enero de 2009;684.391
Todas las edades;06 Badajoz;Total;1 de octubre de 2008;""
Todas las edades;06 Badajoz;Total;1 de julio de 2008;682.212
Todas las edades;06 Badajoz;Total;1 de abril de 2008;""
Todas las edades;06 Badajoz;Total;1 de enero de 2008;680.675
Todas las edades;06 Badajoz;Total;1 de octubre de 2007;""
Todas las edades;06 Badajoz;Total;1 de julio de 2007;677.227
Todas las edades;06 Badajoz;Total;1 de abril de 2007;""
Todas las edades;06 Badajoz;Total;1 de enero de 2007;674.169
Todas las edades;06 Badajoz;Total;1 de octubre de 2006;""
Todas las edades;06 Badajoz;Total;1 de julio de 2006;671.310
Todas las edades;06 Badajoz;Total;1 de abril de 2006;""
Todas las edades;06 Badajoz;Total;1 de enero de 2006;668.510
Todas las edades;06 Badajoz;Total;1 de octubre de 2005;""
Todas las edades;06 Badajoz;Total;1 de julio de 2005;666.168
Todas las edades;06 Badajoz;Total;1 de abril de 2005;""
Todas las edades;06 Badajoz;Total;1 de enero de 2005;664.407
Todas las edades;07 Balears, Illes;Total;1 de enero de 2023;1.209.906
Todas las edades;07 Balears, Illes;Total;1 de octubre de 2022;1.206.684
Todas las edades;07 Balears, Illes;Total;1 de julio de 2022;1.199.002
Todas las edades;07 Balears, Illes;Total;1 de abril de 2022;1.189.263
Todas las edades;07 Balears, Illes;Total;1 de enero de 2022;1.187.043
Todas las edades;07 Balears, Illes;Total;1 de octubre de 2021;1.186.410
Todas las edades;07 Balears, Illes;Total;1 de julio de 2021;1.182.298
Todas las edades;07 Balears, Illes;Total;1 de abril de 2021;1.180.773
Todas las edades;07 Balears, Illes;Total;1 de enero de 2021;1.183.415
Todas las edades;07 Balears, Illes;Total;1 de octubre de 2020;""
Todas las edades;07 Balears, Illes;Total;1 de julio de 2020;1.179.492
Todas las edades;07 Balears, Illes;Total;1 de abril de 2020;""
Todas las edades;07 Balears, Illes;Total;1 de enero de 2020;1.176.816
Todas las edades;07 Balears, Illes;Total;1 de octubre de 2019;""
Todas las edades;07 Balears, Illes;Total;1 de julio de 2019;1.166.084
Todas las edades;07 Balears, Illes;Total;1 de abril de 2019;""
Todas las edades;07 Balears, Illes;Total;1 de enero de 2019;1.157.928
Todas las edades;07 Balears, Illes;Total;1 de octubre de 2018;""
Todas las edades;07 Balears, Illes;Total;1 de julio de 2018;1.148.049
Todas las edades;07 Balears, Illes;Total;1 de abril de 2018;""
Todas las edades;07 Balears, Illes;Total;1 de enero de 2018;1.141.233
Todas las edades;07 Balears, Illes;Total;1 de octubre de 2017;""
Todas las edades;07 Balears, Illes;Total;1 de julio de 2017;1.133.746
Todas las edades;07 Balears, Illes;Total;1 de abril de 2017;""
Todas las edades;07 Balears, Illes;Total;1 de enero de 2017;1.128.492
Todas las edades;07 Balears, Illes;Total;1 de octubre de 2016;""
Todas las edades;07 Balears, Illes;Total;1 de julio de 2016;1.122.995
Todas las edades;07 Balears, Illes;Total;1 de abril de 2016;""
Todas las edades;07 Balears, Illes;Total;1 de enero de 2016;1.117.353
Todas las edades;07 Balears, Illes;Total;1 de octubre de 2015;""
Todas las edades;07 Balears, Illes;Total;1 de julio de 2015;1.113.547
Todas las edades;07 Balears, Illes;Total;1 de abril de 2015;""
Todas las edades;07 Balears, Illes;Total;1 de enero de 2015;1.111.002
Todas las edades;07 Balears, Illes;Total;1 de octubre de 2014;""
Todas las edades;07 Balears, Illes;Total;1 de julio de 2014;1.108.557
Todas las edades;07 Balears, Illes;Total;1 de abril de 2014;""
Todas las edades;07 Balears, Illes;Total;1 de enero de 2014;1.106.617
Todas las edades;07 Balears, Illes;Total;1 de octubre de 2013;""
Todas las edades;07 Balears, Illes;Total;1 de julio de 2013;1.105.776
Todas las edades;07 Balears, Illes;Total;1 de abril de 2013;""
Todas las edades;07 Balears, Illes;Total;1 de enero de 2013;1.105.131
Todas las edades;07 Balears, Illes;Total;1 de octubre de 2012;""
Todas las edades;07 Balears, Illes;Total;1 de julio de 2012;1.101.382
Todas las edades;07 Balears, Illes;Total;1 de abril de 2012;""
Todas las edades;07 Balears, Illes;Total;1 de enero de 2012;1.100.715
Todas las edades;07 Balears, Illes;Total;1 de octubre de 2011;""
Todas las edades;07 Balears, Illes;Total;1 de julio de 2011;1.095.456
Todas las edades;07 Balears, Illes;Total;1 de abril de 2011;""
Todas las edades;07 Balears, Illes;Total;1 de enero de 2011;1.091.656
Todas las edades;07 Balears, Illes;Total;1 de octubre de 2010;""
Todas las edades;07 Balears, Illes;Total;1 de julio de 2010;1.087.640
Todas las edades;07 Balears, Illes;Total;1 de abril de 2010;""
Todas las edades;07 Balears, Illes;Total;1 de enero de 2010;1.083.683
Todas las edades;07 Balears, Illes;Total;1 de octubre de 2009;""
Todas las edades;07 Balears, Illes;Total;1 de julio de 2009;1.078.053
Todas las edades;07 Balears, Illes;Total;1 de abril de 2009;""
Todas las edades;07 Balears, Illes;Total;1 de enero de 2009;1.070.164
Todas las edades;07 Balears, Illes;Total;1 de octubre de 2008;""
Todas las edades;07 Balears, Illes;Total;1 de julio de 2008;1.057.440
Todas las edades;07 Balears, Illes;Total;1 de abril de 2008;""
Todas las edades;07 Balears, Illes;Total;1 de enero de 2008;1.042.855
Todas las edades;07 Balears, Illes;Total;1 de octubre de 2007;""
Todas las edades;07 Balears, Illes;Total;1 de julio de 2007;1.025.216
Todas las edades;07 Balears, Illes;Total;1 de abril de 2007;""
Todas las edades;07 Balears, Illes;Total;1 de enero de 2007;1.005.184
Todas las edades;07 Balears, Illes;Total;1 de octubre de 2006;""
Todas las edades;07 Balears, Illes;Total;1 de julio de 2006;987.203
Todas las edades;07 Balears, Illes;Total;1 de abril de 2006;""
Todas las edades;07 Balears, Illes;Total;1 de enero de 2006;970.288
Todas las edades;07 Balears, Illes;Total;1 de octubre de 2005;""
Todas las edades;07 Balears, Illes;Total;1 de julio de 2005;954.612
Todas las edades;07 Balears, Illes;Total;1 de abril de 2005;""
Todas las edades;07 Balears, Illes;Total;1 de enero de 2005;940.124
Todas las edades;08 Barcelona;Total;1 de enero de 2023;5.797.356
Todas las edades;08 Barcelona;Total;1 de octubre de 2022;5.772.932
Todas las edades;08 Barcelona;Total;1 de julio de 2022;5.746.510
Todas las edades;08 Barcelona;Total;1 de abril de 2022;5.719.643
Todas las edades;08 Barcelona;Total;1 de enero de 2022;5.699.602
Todas las edades;08 Barcelona;Total;1 de octubre de 2021;5.696.029
Todas las edades;08 Barcelona;Total;1 de julio de 2021;5.685.835
Todas las edades;08 Barcelona;Total;1 de abril de 2021;5.694.231
Todas las edades;08 Barcelona;Total;1 de enero de 2021;5.702.262
Todas las edades;08 Barcelona;Total;1 de octubre de 2020;""
Todas las edades;08 Barcelona;Total;1 de julio de 2020;5.693.716
Todas las edades;08 Barcelona;Total;1 de abril de 2020;""
Todas las edades;08 Barcelona;Total;1 de enero de 2020;5.690.371
Todas las edades;08 Barcelona;Total;1 de octubre de 2019;""
Todas las edades;08 Barcelona;Total;1 de julio de 2019;5.659.720
Todas las edades;08 Barcelona;Total;1 de abril de 2019;""
Todas las edades;08 Barcelona;Total;1 de enero de 2019;5.622.704
Todas las edades;08 Barcelona;Total;1 de octubre de 2018;""
Todas las edades;08 Barcelona;Total;1 de julio de 2018;5.581.532
Todas las edades;08 Barcelona;Total;1 de abril de 2018;""
Todas las edades;08 Barcelona;Total;1 de enero de 2018;5.556.273
Todas las edades;08 Barcelona;Total;1 de octubre de 2017;""
Todas las edades;08 Barcelona;Total;1 de julio de 2017;5.519.298
Todas las edades;08 Barcelona;Total;1 de abril de 2017;""
Todas las edades;08 Barcelona;Total;1 de enero de 2017;5.507.412
Todas las edades;08 Barcelona;Total;1 de octubre de 2016;""
Todas las edades;08 Barcelona;Total;1 de julio de 2016;5.483.879
Todas las edades;08 Barcelona;Total;1 de abril de 2016;""
Todas las edades;08 Barcelona;Total;1 de enero de 2016;5.472.926
Todas las edades;08 Barcelona;Total;1 de octubre de 2015;""
Todas las edades;08 Barcelona;Total;1 de julio de 2015;5.457.929
Todas las edades;08 Barcelona;Total;1 de abril de 2015;""
Todas las edades;08 Barcelona;Total;1 de enero de 2015;5.453.143
Todas las edades;08 Barcelona;Total;1 de octubre de 2014;""
Todas las edades;08 Barcelona;Total;1 de julio de 2014;5.450.952
Todas las edades;08 Barcelona;Total;1 de abril de 2014;""
Todas las edades;08 Barcelona;Total;1 de enero de 2014;5.459.762
Todas las edades;08 Barcelona;Total;1 de octubre de 2013;""
Todas las edades;08 Barcelona;Total;1 de julio de 2013;5.476.121
Todas las edades;08 Barcelona;Total;1 de abril de 2013;""
Todas las edades;08 Barcelona;Total;1 de enero de 2013;5.500.080
Todas las edades;08 Barcelona;Total;1 de octubre de 2012;""
Todas las edades;08 Barcelona;Total;1 de julio de 2012;5.507.273
Todas las edades;08 Barcelona;Total;1 de abril de 2012;""
Todas las edades;08 Barcelona;Total;1 de enero de 2012;5.518.276
Todas las edades;08 Barcelona;Total;1 de octubre de 2011;""
Todas las edades;08 Barcelona;Total;1 de julio de 2011;5.511.857
Todas las edades;08 Barcelona;Total;1 de abril de 2011;""
Todas las edades;08 Barcelona;Total;1 de enero de 2011;5.505.667
Todas las edades;08 Barcelona;Total;1 de octubre de 2010;""
Todas las edades;08 Barcelona;Total;1 de julio de 2010;5.497.519
Todas las edades;08 Barcelona;Total;1 de abril de 2010;""
Todas las edades;08 Barcelona;Total;1 de enero de 2010;5.488.633
Todas las edades;08 Barcelona;Total;1 de octubre de 2009;""
Todas las edades;08 Barcelona;Total;1 de julio de 2009;5.478.819
Todas las edades;08 Barcelona;Total;1 de abril de 2009;""
Todas las edades;08 Barcelona;Total;1 de enero de 2009;5.465.841
Todas las edades;08 Barcelona;Total;1 de octubre de 2008;""
Todas las edades;08 Barcelona;Total;1 de julio de 2008;5.431.864
